"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLatitude","decimalLongitude","continent","stateProvince","year","month","day","issues","references","license","geodeticDatum","gbifID","catalogNumber","preparations","county","type","locality","elevation","elevationAccuracy"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lithobates areolatus",29.09781,-97.066716,"NORTH_AMERICA","Texas",2024,1,24,"cdc,cdround","https://www.inaturalist.org/observations/197502146","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4516348166","197502146",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lithobates areolatus",29.178591,-97.194256,"NORTH_AMERICA","Texas",2024,1,24,"cdc,cdround","https://www.inaturalist.org/observations/197502376","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4516667970","197502376",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lithobates areolatus",29.17233,-97.037431,"NORTH_AMERICA","Texas",2024,1,24,"cdc,cdround","https://www.inaturalist.org/observations/197502829","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4516825960","197502829",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lithobates areolatus",32.608698,-89.913588,"NORTH_AMERICA","Mississippi",2024,1,24,"cdc,cdround","https://www.inaturalist.org/observations/197508508","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4516855947","197508508",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lithobates areolatus",29.148208,-97.185858,"NORTH_AMERICA","Texas",2024,1,24,"cdc,cdround","https://www.inaturalist.org/observations/197516736","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4516410301","197516736",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lithobates areolatus",29.152385,-97.068444,"NORTH_AMERICA","Texas",2024,1,24,"cdc,cdround","https://www.inaturalist.org/observations/197516737","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4516904205","197516737",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lithobates areolatus",29.166239,-97.162465,"NORTH_AMERICA","Texas",2024,1,24,"cdc,cdround","https://www.inaturalist.org/observations/197516746","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4516668098","197516746",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lithobates areolatus",29.034301,-97.095135,"NORTH_AMERICA","Texas",2024,1,24,"cdc,cdround","https://www.inaturalist.org/observations/197516747","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4516806170","197516747",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lithobates areolatus",29.003055,-97.13128,"NORTH_AMERICA","Texas",2024,1,24,"cdc,cdround","https://www.inaturalist.org/observations/197517469","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4516826098","197517469",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lithobates areolatus",29.045703,-97.065348,"NORTH_AMERICA","Texas",2024,1,24,"cdc,cdround","https://www.inaturalist.org/observations/197517525","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4516272141","197517525",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lithobates areolatus",29.07091,-97.05047,"NORTH_AMERICA","Texas",2024,1,24,"cdc,cdround","https://www.inaturalist.org/observations/197517577","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4516745102","197517577",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lithobates areolatus",29.077013,-97.122309,"NORTH_AMERICA","Texas",2024,1,24,"cdc,cdround","https://www.inaturalist.org/observations/197517693","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4516284139","197517693",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lithobates areolatus",32.402797,-90.018017,"NORTH_AMERICA","Mississippi",2024,1,25,"cdc,cdround","https://www.inaturalist.org/observations/197573224","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4516404542","197573224",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lithobates areolatus",29.102093,-97.036721,"NORTH_AMERICA","Texas",2024,1,25,"cdc,cdround","https://www.inaturalist.org/observations/197574202","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4516479978","197574202",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lithobates areolatus",29.022058,-97.175621,"NORTH_AMERICA","Texas",2024,1,25,"cdc,cdround","https://www.inaturalist.org/observations/197612413","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","4516796972","197612413",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lithobates areolatus",29.012116,-96.923466,"NORTH_AMERICA","Texas",2024,1,25,"cdc,cdround","https://www.inaturalist.org/observations/197612853","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","4516796978","197612853",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lithobates areolatus",29.671362,-96.238656,"NORTH_AMERICA","Texas",2024,1,26,"cdc,cdround","https://www.inaturalist.org/observations/197654545","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","4516380468","197654545",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lithobates areolatus",29.766272,-96.270516,"NORTH_AMERICA","Texas",2024,1,26,"cdc,cdround","https://www.inaturalist.org/observations/197654574","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","4516724368","197654574",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lithobates areolatus",32.617797,-89.975214,"NORTH_AMERICA","Mississippi",2024,1,27,"cdc,cdround","https://www.inaturalist.org/observations/197754584","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4516467271","197754584",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lithobates areolatus",32.756032,-89.996464,"NORTH_AMERICA","Mississippi",2024,1,27,"cdc,cdround","https://www.inaturalist.org/observations/197754588","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4516927189","197754588",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lithobates areolatus",32.785669,-89.954177,"NORTH_AMERICA","Mississippi",2024,1,27,"cdc,cdround","https://www.inaturalist.org/observations/197762252","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4516561825","197762252",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lithobates areolatus",32.633462,-89.870673,"NORTH_AMERICA","Mississippi",2024,1,29,"cdc,cdround","https://www.inaturalist.org/observations/198752136","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4522712308","198752136",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lithobates areolatus",32.990145,-88.316563,"NORTH_AMERICA","Mississippi",2024,1,29,"cdc,cdround","https://www.inaturalist.org/observations/228524123","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4908663468","228524123",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lithobates areolatus",32.8737,-88.283433,"NORTH_AMERICA","Mississippi",2024,1,28,"cdc,cdround","https://www.inaturalist.org/observations/228526650","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4908531247","228526650",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lithobates areolatus",29.187788,-97.169582,"NORTH_AMERICA","Texas",2024,2,3,"cdc,cdround","https://www.inaturalist.org/observations/198368963","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4519215907","198368963",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lithobates areolatus",29.130923,-97.131273,"NORTH_AMERICA","Texas",2024,2,3,"cdc,cdround","https://www.inaturalist.org/observations/198368967","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4519259228","198368967",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lithobates areolatus",29.035858,-97.017061,"NORTH_AMERICA","Texas",2024,2,3,"cdc,cdround","https://www.inaturalist.org/observations/198369563","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4519197889","198369563",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lithobates areolatus",29.065389,-97.140426,"NORTH_AMERICA","Texas",2024,2,3,"cdc,cdround","https://www.inaturalist.org/observations/198369681","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4519191909","198369681",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lithobates areolatus",29.159842,-97.141782,"NORTH_AMERICA","Texas",2024,2,3,"cdc,cdround","https://www.inaturalist.org/observations/198369825","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4519249317","198369825",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lithobates areolatus",29.003149,-97.000233,"NORTH_AMERICA","Texas",2024,2,3,"cdc,cdround","https://www.inaturalist.org/observations/198370103","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4522551537","198370103",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lithobates areolatus",29.190754,-97.125297,"NORTH_AMERICA","Texas",2024,2,3,"cdc,cdround","https://www.inaturalist.org/observations/198458110","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4519261728","198458110",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lithobates areolatus",29.078711,-97.062882,"NORTH_AMERICA","Texas",2024,2,3,"cdc,cdround","https://www.inaturalist.org/observations/198460507","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4519281060","198460507",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lithobates areolatus",29.19005,-97.113103,"NORTH_AMERICA","Texas",2024,2,3,"cdc,cdround","https://www.inaturalist.org/observations/198460510","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4519272744","198460510",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lithobates areolatus",32.856502,-88.216622,"NORTH_AMERICA","Alabama",2024,2,10,"cdc,cdround","https://www.inaturalist.org/observations/199109875","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4522809732","199109875",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lithobates areolatus",32.600388,-89.994931,"NORTH_AMERICA","Mississippi",2024,2,12,"cdc,cdround","https://www.inaturalist.org/observations/199157051","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4522823081","199157051",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lithobates areolatus",32.429719,-90.059779,"NORTH_AMERICA","Mississippi",2024,2,13,"cdc,cdround","https://www.inaturalist.org/observations/199248629","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4901980901","199248629",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lithobates areolatus",32.422387,-89.894255,"NORTH_AMERICA","Mississippi",2024,2,13,"cdc,cdround","https://www.inaturalist.org/observations/199253082","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4900884434","199253082",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lithobates areolatus",32.474786,-89.944586,"NORTH_AMERICA","Mississippi",2024,2,14,"cdc,cdround","https://www.inaturalist.org/observations/199334947","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4908132383","199334947",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lithobates areolatus",32.667553,-89.890755,"NORTH_AMERICA","Mississippi",2024,2,14,"cdc,cdround","https://www.inaturalist.org/observations/199336097","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4525149016","199336097",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lithobates areolatus",32.730144,-89.902194,"NORTH_AMERICA","Mississippi",2024,2,14,"cdc,cdround","https://www.inaturalist.org/observations/199336135","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4525086179","199336135",NA,NA,NA,NA,NA,NA
